original_ARI,counterfactual_ARI,impact
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
0.40909118016682805,0.38863662115848663,0.020454559008341422
